"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"08.09.2021","19.713,00","19.740,00","19.705,00","19.705,00","18,00K","1,06%"
"07.09.2021","19.506,00","19.550,00","19.525,00","19.550,00","15,74K","-0,75%"
"06.09.2021","19.654,00","19.620,00","19.610,00","19.620,00","14,50K","-0,68%"
"03.09.2021","19.789,00","19.432,50","19.942,50","19.292,50","22,03K","1,67%"
"02.09.2021","19.464,00","19.375,00","19.562,50","19.157,50","18,24K","0,68%"
"01.09.2021","19.332,00","19.580,00","19.617,50","19.252,50","20,76K","-1,10%"
"31.08.2021","19.547,00","19.582,50","19.807,50","19.455,00","34,72K","2,82%"
"27.08.2021","19.011,00","18.810,00","19.055,00","18.632,50","19,10K","1,27%"
"26.08.2021","18.772,00","19.202,50","19.247,50","18.735,00","18,09K","-2,08%"
"25.08.2021","19.170,00","19.042,50","19.282,50","18.970,00","16,86K","0,50%"
"24.08.2021","19.074,00","18.865,00","19.247,50","18.800,00","16,55K","0,96%"
"23.08.2021","18.893,00","18.457,50","19.032,50","18.447,50","17,92K","2,33%"
"20.08.2021","18.463,00","18.410,00","18.682,50","18.365,00","19,56K","0,42%"
"19.08.2021","18.385,00","18.920,00","18.957,50","18.345,00","32,37K","-2,66%"
"18.08.2021","18.887,00","19.207,50","19.362,50","18.840,00","23,10K","-1,59%"
"17.08.2021","19.193,00","19.557,50","19.692,50","19.092,50","23,18K","-1,62%"
"16.08.2021","19.510,00","19.640,00","19.692,50","19.465,00","11,19K","-0,74%"
"13.08.2021","19.656,00","19.645,00","19.757,50","19.540,00","17,36K","-0,11%"
"12.08.2021","19.678,00","19.347,50","19.765,00","19.342,50","24,34K","1,60%"
"11.08.2021","19.368,00","18.870,00","19.467,50","18.677,50","20,08K","2,20%"
"10.08.2021","18.952,00","18.607,50","18.977,50","18.597,50","19,60K","1,78%"
"09.08.2021","18.620,00","19.152,50","19.175,00","18.537,50","20,93K","-3,09%"
"06.08.2021","19.214,00","19.380,00","19.567,50","19.170,00","13,63K","-1,32%"
"05.08.2021","19.472,00","19.262,50","19.557,50","19.150,00","18,99K","1,19%"
"04.08.2021","19.243,00","19.360,00","19.475,00","19.212,50","14,34K","-0,75%"
"03.08.2021","19.388,00","19.475,00","19.500,00","19.130,00","21,17K","-0,66%"
"02.08.2021","19.516,00","19.547,50","19.757,50","19.325,00","17,80K","-0,18%"
"30.07.2021","19.552,00","19.880,00","19.957,50","19.415,00","24,62K","-1,43%"
"29.07.2021","19.835,00","19.560,00","19.907,50","19.552,50","20,87K","1,49%"
"28.07.2021","19.543,00","19.360,00","19.782,50","19.360,00","15,94K","0,96%"
"27.07.2021","19.357,00","19.680,00","19.792,50","19.220,00","23,07K","-1,83%"
"26.07.2021","19.717,00","19.477,50","19.777,50","19.390,00","17,09K","1,78%"
"23.07.2021","19.372,00","18.862,50","19.497,50","18.842,50","16,63K","2,38%"
"22.07.2021","18.922,00","18.617,50","18.952,50","18.520,00","18,68K","1,84%"
"21.07.2021","18.580,00","18.675,00","18.687,50","18.277,50","13,76K","-0,56%"
"20.07.2021","18.684,00","18.430,00","18.692,50","18.402,50","20,25K","1,20%"
"19.07.2021","18.462,00","19.080,00","19.157,50","18.355,00","25,84K","-3,19%"
"16.07.2021","19.070,00","18.742,50","19.212,50","18.692,50","23,00K","1,61%"
"15.07.2021","18.768,00","18.552,50","18.807,50","18.437,50","12,95K","1,01%"
"14.07.2021","18.581,00","18.665,00","18.817,50","18.520,00","13,54K","-1,05%"
"13.07.2021","18.778,00","18.692,50","18.855,00","18.477,50","18,02K","0,53%"
"12.07.2021","18.679,00","18.760,00","18.827,50","18.465,00","14,86K","-0,36%"
"09.07.2021","18.747,00","18.375,00","18.775,00","18.310,00","22,04K","2,25%"
"08.07.2021","18.334,00","18.307,50","18.427,50","18.165,00","15,50K","0,13%"
"07.07.2021","18.310,00","18.027,50","18.460,00","17.990,00","18,12K","1,76%"
"06.07.2021","17.994,00","18.440,00","18.615,00","17.935,00","28,14K","-2,27%"
"05.07.2021","18.412,00","18.315,00","18.512,50","18.250,00","8,64K","0,38%"
"02.07.2021","18.342,00","18.122,50","18.442,50","17.925,00","16,37K","1,31%"
"01.07.2021","18.105,00","18.242,50","18.312,50","18.012,50","14,86K","-0,60%"
"30.06.2021","18.214,00","18.387,50","18.565,00","18.182,50","15,64K","-0,78%"
"29.06.2021","18.358,00","18.272,50","18.412,50","18.115,00","14,44K","0,32%"
"28.06.2021","18.299,00","18.560,00","18.597,50","18.215,00","18,30K","-1,21%"
"25.06.2021","18.523,00","18.450,00","18.587,50","18.415,00","22,06K","0,63%"
"24.06.2021","18.407,00","18.067,50","18.497,50","17.902,50","29,34K","1,90%"
"23.06.2021","18.064,00","17.767,50","18.077,50","17.720,00","15,97K","1,80%"
"22.06.2021","17.744,00","17.477,50","17.827,50","17.430,00","18,36K","1,68%"
"21.06.2021","17.450,00","17.197,50","17.547,50","17.170,00","14,55K","1,73%"
"18.06.2021","17.154,00","17.190,00","17.445,00","17.107,50","14,91K","-0,12%"
"17.06.2021","17.174,00","17.350,00","17.512,50","17.095,00","19,26K","-2,69%"
"16.06.2021","17.649,00","17.590,00","17.707,50","17.427,50","17,37K","-0,51%"
"15.06.2021","17.739,00","18.440,00","18.455,00","17.530,00","34,70K","-4,01%"
"14.06.2021","18.480,00","18.300,00","18.492,50","18.242,50","9,87K","1,39%"
"11.06.2021","18.227,00","18.212,50","18.427,50","18.177,50","14,93K","-0,31%"
"10.06.2021","18.283,00","18.097,50","18.327,50","17.797,50","19,33K","0,81%"
"09.06.2021","18.136,00","17.967,50","18.195,00","17.957,50","15,00K","1,08%"
"08.06.2021","17.942,00","17.967,50","18.057,50","17.745,00","13,63K","0,28%"
"07.06.2021","17.892,00","18.005,00","18.030,00","17.655,00","10,72K","-0,71%"
"04.06.2021","18.020,00","17.935,00","18.180,00","17.797,50","13,76K","0,72%"
"03.06.2021","17.891,00","18.227,50","18.472,50","17.757,50","18,63K","-1,89%"
"02.06.2021","18.236,00","18.127,50","18.365,00","18.065,00","13,01K","0,58%"
"01.06.2021","18.130,00","18.180,00","18.407,50","18.005,00","23,06K","0,09%"
"28.05.2021","18.113,00","18.050,00","18.232,50","17.772,50","23,07K","1,20%"
"27.05.2021","17.898,00","17.280,00","18.207,50","17.132,50","19,78K","3,53%"
"26.05.2021","17.288,00","17.090,00","17.360,00","17.047,50","12,13K","1,46%"
"25.05.2021","17.040,00","17.162,50","17.225,00","16.997,50","13,31K","-0,46%"
"24.05.2021","17.118,00","16.745,00","17.227,50","16.627,50","11,79K","1,95%"
"21.05.2021","16.791,00","17.087,50","17.187,50","16.657,50","17,85K","-2,08%"
"20.05.2021","17.148,00","17.300,00","17.470,00","17.070,00","13,42K","-1,00%"
"19.05.2021","17.322,00","17.990,00","18.087,50","17.285,00","23,68K","-3,60%"
